Country;Area;Waterbody Type;Date;Ammonia (mg/l);Biochemical Oxygen Demand (mg/l);Dissolved Oxygen (mg/l);Orthophosphate (mg/l);pH (ph units);Temperature (cel);Nitrogen (mg/l);Nitrate (mg/l);CCME_Values;CCME_WQI
Canada;FISW_3109;River;12/01/1982;0.1;1.85;11.684.103.383.014.400;0.0329;77.319;108.171;47.757;29.767.148;100.0;Excellent
Canada;FISW_3109;River;12/01/1983;0.0145544;20.545;105.333;0.945825;6.8;13.225;17.901;845.557;6.475.929.134.322.340;Marginal
Canada;FISW_3109;River;12/01/1984;0.4966528;3.775;89.984;0.0087;8.0;13.55;0.005;2.223.615.695;100.0;Excellent
Canada;FISW_3109;River;12/01/1985;0.1;3.167;11.684.103.383.014.400;0.0237;7.9;99.725;0.4;29.018.985;100.0;Excellent
Canada;FISW_3109;River;12/01/1986;0.0448224;3.909;90.203;0.0071;7.6;145.833;17.324;29.018.985;100.0;Excellent
Canada;FISW_3109;River;12/01/1987;0.071484;3.525;11.69;0.0043;61.159;12.0;17.324;29.018.985;100.0;Excellent
Canada;FISW_110;River;12/01/1988;0.05388129;213.333;9.47;0.0047;7.7;12.0;17.324;29.018.985;100.0;Excellent
Canada;FISW_3109;River;12/01/1990;117.392.184;0.941667;9.66;0.0013;8.2;17.75;17.324;29.018.985;617.481.259.254.816;Marginal
Canada;FISW_4633;River;12/01/1991;215.143.656;42.1;10.282;0.0012;7.8;156.364;0.4;43.273.925;5.183.921.582.056.050;Marginal
Canada;FISW_4633;River;12/01/1992;139.243.104;0.916667;11.03;0.003;83.467;16.0;0.4;34.110.035;5.952.165.201.867.830;Marginal
Canada;FISW_94;River;12/01/1996;0.050232;0.8675;7.7;0.0222795;87.664;17.21;0.186432;0.101821;931.940.002.026.936;Good
Canada;FISW_91;River;12/01/1997;0.3943212;2.8;925.833;0.103342;6.14;15.75;361.384;359.326.309;917.223.244.054.904;Good
Canada;FISW_4155;River;12/01/1999;0.1481844;1.5;843.333;0.00652;9.1;20.22;0.207;2.908.685.091;9.318.729.023.203.370;Good
Canada;BEVL_VMM_272000;River;12/01/2000;0.0050232;0.75;955.833;0.123337;65.717;871.818;411.951;1.052.151.809;9.073.482.525.400.910;Good
Canada;BEVL_VMM_272000;River;12/01/2001;0.0326508;0.5;912.222;0.05542;6.926;64.286;0.00076;2.240.062;9.317.605.806.905.700;Good
Canada;BEVL_VMM_603000;River;12/01/2002;0.0;1.625;963.333;0.03912;88.707;96.467;0.69;14.764.045;9.319.245.093.733.180;Good
Canada;BEVL_VMM_603000;River;12/01/2003;0.0529368;1.43;99.909;0.00831;65.563;106.889;0.56587;28.146.866;100.0;Excellent
Canada;CZPLA_8;River;12/01/2004;0.092092;2.1;112.317;0.0208;51.626;13.2;0.53935;445.117.142;100.0;Excellent
Canada;DESM_DEBY_2389;River;12/01/2005;0.1105104;233.333;106.658;0.01416;6.56;20.9;0.70889;10.956.825;100.0;Excellent
Canada;DESM_DEBY_2389;River;12/01/2006;0.0239568;10.608;9.425;0.008;53.746;5.76;871.606;20.536.853;100.0;Excellent
Canada;IT020435VA1;River;12/01/2007;0.01127;142.167;87.408;0.0267;786.583;108.171;0.53;2.510.109;100.0;Excellent
Canada;DESM_DEBE_430;River;12/01/2008;0.007728;0.3333;11.3;0.0081;6.54;13.225;0.1093;10.416.731;100.0;Excellent
Canada;BEVL_VMM_221500;River;12/01/2009;469.369.096;10.75;100.333;0.780833;9.3;13.55;0.9775;29.767.148;5.290.639.102.899.960;Marginal
Canada;ITCA_CE01;River;12/01/2010;0.07728;372.083;9.375;0.124167;8.835;99.725;47.757;845.557;8.491.802.218.862.820;Good
Canada;ITF;River;12/01/2011;0.079247806;119.167;670.444;0.037;8.57;145.833;17.901;845.557;9.319.554.702.026.240;Good
Canada;HU101179594;River;02/12/1993;0.1;213.333;9.824;0.061;7.82;12.0;0.4;845.557;9.311.672.543.579.720;Good
Canada;SE640881-140842;River;02/12/2003;0.370944;7.7;11.684.103.383.014.400;0.013;7.14;12.0;0.817;845.557;9.306.655.503.310.580;Good
Canada;HU101179561;River;02/12/2005;0.1;7.275;9.824;0.061;687.778;12.0;0.4;845.557;8.624.390.064.698.380;Good
Canada;IT13R1307SA36BIS;River;02/12/2006;0.1;5.0;9.824;0.061;7.84;9.75;0.4;845.557;9.311.672.543.579.720;Good
Canada;FISW_1804;River;02/12/2008;0.094024;6.125;12.6;0.039;6.6;0.0;0.13;845.557;9.319.492.650.758.450;Good
Canada;FISW_84;River;02/12/2010;0.123648;4.25;12.825;0.046;68.663;0.175;0.4825;845.557;100.0;Excellent
Canada;FISW_93;River;02/12/2011;0.14168;5.175;12.0;0.035;6.4;0.0;0.11;845.557;100.0;Excellent
Canada;FISW_93;River;08/06/2008;0.014168;5.02;8.9;0.04;6.5;12.1;0.063;845.557;100.0;Excellent
Canada;FISW_84;River;08/06/2009;0.015456;300.909;8.3;0.036;7.3;18.2;0.24;845.557;100.0;Excellent
Canada;FISW_91;River;08/06/2011;0.007728;1.925;8.4;0.022;5.6;13.6;0.029;845.557;100.0;Excellent
Canada;UKEA_WIMS_SW_50370169;River;12/01/1969;0.0644;1.0;9.824;0.34;7.93;13.6;0.584;845.557;7.999.421.784.360.720;Fair
Canada;FRDR06029000;River;12/01/1970;0.344364832;0.183333;9.824;0.0780909;77.318;13.6;0.57;845.557;927.221.613.928.241;Good
Canada;FRFR05214600;River;12/01/1971;0.533769096;0.745455;9.824;0.142333;75.914;13.6;0.714667;845.557;8.424.289.956.125.570;Good
Canada;FRFR05214600;River;12/01/1972;0.453482904;3.267;9.824;0.0781667;76.451;13.6;0.48925;845.557;9.271.979.734.213.720;Good
Canada;FRDR06029000;River;12/01/1973;0.62307;1.875;9.824;0.0385;78.261;13.6;0.769;583.682;930.974.127.758.584;Good
Canada;UKEA_WIMS_NE_49600144;River;12/01/1974;0.130088;300.833;11.57;0.0105;7.87;13.6;0.445;583.682;100.0;Excellent
Canada;UKEA_WIMS_NE_49600144;River;12/01/1977;0.4215624;4.0;10.725;0.0336;7.72;13.6;0.670667;14.241.659;100.0;Excellent
Canada;FISW_138;River;12/01/1978;0.43792;104.333;11.775;0.0465;72.326;13.6;0.3259;14.259.367;100.0;Excellent
Canada;UKEA_WIMS_NE_49600144;River;12/01/1980;0.381248;25.95;11.3;0.0473;7.53;13.6;0.4728;14.259.367;8.574.440.473.514.000;Good
Canada;UKEA_WIMS_SW_81915129;River;12/01/1981;0.38318;1.05;10.7;0.061;6.72;13.6;0.4143;181.507;9.311.672.543.579.720;Good
Canada;FISW_138;River;12/01/1982;0.1;28.849;9.2;0.061;70.579;13.6;0.4143;20.284.514;9.311.672.543.579.720;Good
Canada;DESM_DERP_2599511100;River;12/01/1983;0.0145544;28.323;9.5;0.042;7.4;165.833;0.0502;0.2200219;100.0;Excellent
Canada;UKEA_WIMS_SW_81915129;River;12/01/1984;0.4966528;213.333;9.6;0.061;6.95;165.833;0.0502;583.682;9.311.672.543.579.720;Good
Canada;FISW_138;River;12/01/1985;0.1;213.333;9.4;0.0623;71.938;165.833;0.0502;2.279.905;9.309.752.148.685.540;Good
Canada;UKEA_WIMS_NE_49700246;River;12/01/1986;0.0448224;213.333;9.2;0.0076;8.31;165.833;0.632;583.682;100.0;Excellent
Canada;HU101179077;River;12/01/1987;0.071484;213.333;9.0;0.0075;79.819;165.833;0.56;38.050.065;100.0;Excellent
Canada;HU100356712;River;12/01/1988;0.05388129;1.85;9.2;0.0733;7.673;165.833;0.593333;93.290.171;9.286.156.515.779.390;Good
Canada;ES0910241;River;12/01/1990;117.392.184;736.917;7.275;0.94866;8.29;165.833;0.414;1.832.778;4.888.153.534.786.350;Marginal
Canada;ES0910241;River;12/01/1991;215.143.656;691.917;670.833;0.38305;8.148;16.0;2.576;86.038.745;47.831.680.336.329;Marginal
Canada;ES0910225;River;12/01/1992;139.243.104;904.167;102.333;140.343;8.02;10.75;113.067;17.513.212;4.847.753.117.520.830;Marginal
Canada;ES0910705;River;12/01/1993;0.050232;4.8;12.5;108.558;81.664;195.714;0.836333;2.240.062;628.156.913.893.525;Marginal
Canada;ES0910705;River;12/01/1994;0.3943212;7.7;120.667;0.24124;79.986;13.95;0.1127;110.475.785;7.994.961.834.603.680;Fair
Canada;ES0910241;River;12/01/1995;0.1481844;7.275;12.0;0.90954;76.748;170.509;0.0995983;2.341.883;6.321.665.620.333;Marginal
Canada;ES0910705;River;12/01/1996;0.0050232;5.0;11.05;0.0;82.108;10.5;504.278;1.764.898.809;100.0;Excellent
Canada;ES0910705;River;12/01/1997;0.0326508;6.125;10.475;0.0163;66.228;10.05;0.496207;337.536.615;9.319.492.650.758.450;Good
Canada;FRFR05192300;River;12/01/1998;0.0;4.25;11.6;0.0163;66.784;137.667;0.571843;2.511.583.191;100.0;Excellent
Canada;FRFR05192300;River;12/01/1999;0.0075348;5.175;11.55;10.432;61.554;15.8;0.736;134.912.825;6.336.944.008.682.800;Marginal
Canada;FRFR05192300;River;12/01/2000;0.00602784;5.02;107.083;0.0;66.307;14.13;0.659504;2.850.988;100.0;Excellent
Canada;FRFR05192300;River;12/01/2001;0.012786324;300.909;114.182;0.014344;65.463;21.4;0.605657;2.104.299.191;100.0;Excellent
Canada;FRFR05192300;River;12/01/2002;0.0;1.925;111.333;0.03586;67.428;14.425;0.2645;11.709.415;100.0;Excellent
Canada;ES0910701;River;12/01/2003;0.0117208;1.0;10.55;0.61614;792.615;146.667;105.662;3.157.017.656;7.115.580.235.803.310;Fair
Canada;FRFR05192300;River;12/01/2004;0.0;0.183333;10.575;0.003912;627.638;166.727;133.025;183.786.905;100.0;Excellent
Canada;PL02S1301_1186;River;12/01/2005;0.0;0.745455;109.455;0.0;7.1;6.0;903.307;3.427.972.191;100.0;Excellent
Canada;PL01S0201_0821;River;12/01/2006;0.00560924;3.267;11.219;0.07009;7.98;15.95;132.739;1.832.778;9.294.322.320.632.390;Good
Canada;IT10MGL1;River;12/01/2008;0.0951832;1.875;5.64;0.0675;81.333;10.35;83.111;10.921.409;9.300.168.804.580.110;Good
Canada;PL01S1001_1480;River;12/01/2009;3.968.328;300.833;10.6;0.4881;776.667;946.667;0.58;750.354.365;6.455.984.664.727.160;Marginal
Canada;ITARW03BB00100140TNIQM;River;12/01/2011;0.11523736;4.0;10.91;0.0027;8.075;10.3;136.433;133.066.766;100.0;Excellent
Canada;ITG-0164-CF000103-ST01;River;12/01/2012;0.110552904;104.333;117.967;0.029182;798.118;123.167;620.226;1.596.132.715;100.0;Excellent
Canada;FISW_92;River;02/12/2010;284.648;25.95;11.08;0.0153;61.317;0.2;0.4;3.652.275;7.316.723.578.874.700;Fair
Canada;EESJA8471000;Lake;10/04/2011;0.029415215;1.05;9.824;0.0178394;846.752;173.083;0.803505;0.213971519;100.0;Excellent
Canada;EESJA2589000;River;12/01/1992;0.546756;28.849;112.036;0.01;8.55;173.083;0.868333;1.153.636.357;8.638.306.174.387.090;Good
Canada;PL01S1101_1544;River;12/01/1993;0.0815304;28.323;120.583;0.1125;836.333;173.083;128.542;269.661.851;9.128.407.772.836.980;Good
Canada;DK220043;River;12/01/1994;0.15456;3.078;80.426;0.0857;833.333;173.083;0.604833;5.865.775;9.246.261.025.557.830;Good
Canada;PL01S1101_1544;River;12/01/1995;567.525;1.73;105.333;0.0935;7.85;173.083;184.358;1.086.642.566;6.895.865.638.148.460;Fair
Canada;PL01S1101_1544;River;12/01/1996;0.0788256;23.821;89.984;0.1186;851.111;173.083;11.706;0.828216441;8.515.584.257.207.940;Good
Canada;PL01S1101_1544;River;12/01/1998;0.452230968;582.143;788.824;0.132802;811.667;173.083;0.625;1.699.379.209;9.023.672.140.550.570;Good
Canada;PL01S1101_1544;River;12/01/1999;0.3259928;1.85;90.203;0.0197;8.15;173.083;0.649;38.395.371;100.0;Excellent
Canada;LVG3030100;River;12/01/2000;0.2521904;20.545;11.69;0.1198;798.182;183.273;196.192;4.449.135;9.091.702.890.365.230;Good
Canada;PL02S1401_1303;River;12/01/2002;0.1035552;3.775;9.47;0.0230833;81.846;114.429;106.908;36.491.761;100.0;Excellent
Canada;PL02S1401_1303;River;12/01/2003;0.1302168;3.167;9.66;0.051;816.692;10.925;0.38;6.768.883;9.319.498.409.123.700;Good
Canada;PL02S1401_1303;River;12/01/2004;0.249872;3.909;10.282;0.0281667;824.083;10.8;7.929;721.601;100.0;Excellent
Canada;PL02S1401_1303;River;12/01/2005;0.1385888;3.525;11.03;0.029;833.462;12.61;118.442;6.277.486;100.0;Excellent
Canada;ATFW10000167;River;12/01/2006;2.737;4.77;7.7;0.303;8.35;178.125;0.4;7.030.076;7.104.080.238.215.630;Fair
Canada;CYR3-3-1-60;River;12/01/2009;0.1;213.333;7.7;0.0142;8.05;7.625;0.4;583.682;100.0;Excellent
Canada;RO14280;River;12/01/2010;0.260540504;307.778;643.778;0.44475;762.083;9.5;781.333;3.343.859.191;7.609.911.643.079.180;Fair
Canada;RO14280;River;12/01/2011;0.0332304;4.025;11.684.103.383.014.400;0.0329;803.333;112.167;11.593;1.266.122;8.981.372.012.021.470;Good
Canada;EESJA6334000;River;12/01/2012;0.05474;16.583;103.167;0.945825;82.833;109.333;19.645;75.626.441;6.475.929.134.322.340;Marginal
Canada;FISW_4280;Lake;02/12/2007;0.2000264;16.583;103.167;0.0087;68.943;1.125;0.0433;0.159372;100.0;Excellent
Canada;FISW_191;Lake;02/12/2008;0.026404;16.583;103.167;0.0237;71.774;0.58;0.0535;583.682;100.0;Excellent
Canada;FISW_2193;Lake;02/12/2009;0.1;16.583;103.167;0.0071;66.015;1.125;0.1193;583.682;100.0;Excellent
Canada;FISW_235;Lake;02/12/2010;0.2682904;16.583;103.167;0.0043;70.076;20.375;0.0607;0.0783579;100.0;Excellent
Canada;FISW_154;Lake;02/12/2011;0.4916296;16.583;103.167;0.0047;6.893;2.725;30.417;583.682;100.0;Excellent
Canada;FISW_405;Lake;09/06/2013;0.1;16.583;6.85;0.0013;68.114;19.15;0.4;583.682;100.0;Excellent
Canada;FISW_408;Lake;09/06/2014;0.1;16.583;11.684.103.383.014.400;0.0012;78.756;12.125;0.4;583.682;100.0;Excellent
Canada;FISW_2808;Lake;10/04/2008;0.2159976;16.583;9.824;0.003;69.799;12.58;13.133;0.125431519;100.0;Excellent
Canada;DKMONLW21000990;Lake;10/04/2009;0.01953471;16.583;9.824;0.0222795;881.923;15.125;0.112808;0.281852481;9.319.327.823.475.400;Good
Canada;PL01S0702_0538;Lake;10/04/2010;0.0322;16.583;9.824;0.0100833;853.333;14.95;0.0138551;0.182139618;9.319.563.609.066.550;Good
Canada;FISW_235;Lake;10/04/2011;0.052164;1.3;9.824;0.0160714;77.361;15.15;0.0255;1.024.536.183;100.0;Excellent
Canada;PL01S0302_0232;Lake;10/04/2012;0.02468671;131.667;9.824;0.00816667;87.033;182.714;110.515;0.228728481;9.319.469.305.342.450;Good
Canada;UKEA_WIMS_AN_WEN235A;Lake;12/01/1991;0.020373842;275.417;11.684.103.383.014.400;513.333;67.608;182.714;2.47;903.537.419;4.791.230.954.310.210;Marginal
Canada;UKEA_WIMS_AN_WEN235A;Lake;12/01/1992;0.2283624;14.125;113.583;0.0427273;6.29;182.714;0.0785;0.323171;100.0;Excellent
Canada;UKEA_WIMS_AN_WEN235A;Lake;12/01/1993;0.1072904;1.92;114.167;0.0833333;83.992;182.714;0.147333;30.435.625;9.254.794.343.235.940;Good
Canada;UKEA_WIMS_AN_WEN235A;Lake;12/01/1995;0.1038128;12.333;114.083;0.043;83.826;12.0;0.806167;27.336.725;100.0;Excellent
Canada;UKEA_WIMS_AN_FRT010;Lake;12/01/2000;26.499.312;62.145;67.067;0.4695;5.113;12.284;0.647917;87.880.377;6.394.857.953.825.590;Marginal
Canada;UKEA_WIMS_AN_WEN235A;Lake;12/01/2001;0.1051008;25.094;105.167;0.05075;79.575;13.05;0.625917;2.722.605;9.319.528.045.054.650;Good
Canada;FISW_191;Lake;12/01/2002;3.717.168;3.523;4.513;0.3263;81.417;11.4;0.670833;37.279.767;6.812.804.692.451.210;Fair
Canada;UKEA_WIMS_AN_FRT010;Lake;12/01/2003;0.1007216;40.727;97.667;0.0633333;81.475;118.273;0.290833;35.083.975;930.808.673.571.633;Good
Canada;UKEA_WIMS_AN_FRT010;Lake;12/01/2004;0.1250648;1.758;6.25;0.0574167;7.97;107.167;0.454417;33.348.591;9.315.923.924.521.780;Good
Canada;UKEA_WIMS_MI_49712870;Lake;12/01/2005;0.0917056;2.15;11.684.103.383.014.400;0.0404167;7.875;128.375;0.75675;0.5679841;100.0;Excellent
Canada;UKEA_WIMS_AN_FRT010;Lake;12/01/2006;0.02200329;461.625;9.824;0.005;766.167;12.59;0.084;0.175137875;100.0;Excellent
Canada;UKEA_WIMS_AN_FRT010;Lake;12/01/2007;0.104972;1.0;9.824;0.484;7.79;116.667;1.115;0.3922322;7.482.907.451.075.670;Fair
Canada;FISW_235;Lake;12/01/2008;175.338.016;16.666;9.824;0.0185;8.9;89.958;13.266;15.419.241;8.303.417.147.527.950;Good
Canada;UKEA_BIOSYS_AN_96482;Lake;12/01/2009;0.0542248;271.667;9.824;0.002;79.181;17.9;0.0476693;0.0008854;100.0;Excellent
Canada;ES030ESPFTA56201003;River;12/01/2010;0.00644;28.45;9.824;0.0294;80.475;107.592;10.499;406.456.151;846.822.044.651.187;Good
Canada;RO201616;River;12/01/2012;0.062757414;2.01;11.025;0.016307;8.245;16.125;331.625;30.001.779;100.0;Excellent
Canada;FISW_521;Lake;02/12/2007;0.0255024;213.333;9.824;0.061;53.076;24.714;0.0855;583.682;9.311.672.543.579.720;Good
Canada;FISW_2515;Lake;02/12/2009;0.0322;213.333;9.6;0.061;5.221;2.6;20.558;0.079686;9.311.672.543.579.720;Good
Canada;FI17793;Lake;02/12/2010;0.1;213.333;9.85;0.061;65.641;1.2;0.4;583.682;9.311.672.543.579.720;Good
Canada;FISW_200;Lake;02/12/2011;0.0079856;13.931;9.45;0.0197;67.529;0.4;0.38;583.682;100.0;Excellent
Canada;FI17793;Lake;08/06/2009;0.009016;2.972;11.684.103.383.014.400;0.008;7.16;12.0;0.0025;583.682;100.0;Excellent
Canada;FI17793;Lake;08/06/2010;0.1;2.35;11.684.103.383.014.400;0.061;70.529;20.85;0.4;583.682;9.311.672.543.579.720;Good
Canada;FI17793;Lake;08/06/2011;0.1;27.538;8.0;0.061;71.101;20.75;0.4;583.682;9.311.672.543.579.720;Good
Canada;FI17793;Lake;08/06/2012;0.02576;2.826;7.7;0.014;69.257;18.6;0.073;583.682;100.0;Excellent
Canada;FISW_172;Lake;09/06/2013;0.1;3.5;95.086;0.002;68.755;102.897;0.4;583.682;100.0;Excellent
Canada;FISW_1628;Lake;09/06/2014;0.1;3.295;85.167;0.0023;69.541;12.65;0.4;583.682;100.0;Excellent
Canada;FISW_200;Lake;10/04/1992;0.11592;38.578;11.1;0.001;8.46;15.5;0.7317;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/1993;0.0649152;3.804;12.0;0.0435;8.26;14.1;0.77;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/1995;0.1052296;2.64;10.3;0.0393;8.22;15.0;0.4529;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/1996;0.2103304;16.037;9.7;0.0343;8.06;15.9;0.7616;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/1999;0.2055648;14.913;11.2;0.0243;8.18;15.0;0.7717;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/2000;0.0388976;16.384;10.4;0.008;8.33;15.0;0.6041;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/2001;0.07728;16.791;12.1;0.0257;8.28;14.9;0.6967;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/2003;0.0750904;1.532;10.6;0.0122;8.24;15.5;0.6563;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/2006;0.048944;213.333;13.0;0.0077;8.3;20.7;0.4;583.682;100.0;Excellent
Canada;PL02S0502_0223;Lake;10/04/2007;0.10948;213.333;11.5;0.0079875;8.16;12.0;0.074;0.4427;100.0;Excellent
Canada;FISW_991;Lake;10/04/2008;0.008372;213.333;10.5;0.004;69.529;84.133;0.0025;0.1297111;100.0;Excellent
Canada;DKST_500029;Lake;10/04/2010;0.021342418;162.536;10.2;0.007;3.936;173.088;0.65;0.174128519;100.0;Excellent
Canada;SE751252-175433;Lake;10/04/2012;0.005152;213.333;9.824;0.001;7.0;10.8;0.007;0.4183515;100.0;Excellent
Canada;FR05045000;Transitional;12/01/1971;0.0153272;22.071;103.434;0.0124;75.811;12.0;0.4;27.960.932;100.0;Excellent
Canada;FR05045000;Transitional;12/01/1972;0.1;24.589;150.876;0.1273;77.123;12.0;0.4;42.472.638;847.505.431.139.558;Good
Canada;FR04137000;Transitional;12/01/1973;0.1;213.333;9.824;0.061;76.329;12.0;0.4;583.682;9.311.672.543.579.720;Good
Canada;FR04137000;Transitional;12/01/1974;0.0966;213.333;112.331;0.061;75.694;12.0;5.6;576.984.191;8.619.512.489.386.900;Good
Canada;UK41217;River;12/01/1975;25.211.312;40.798;9.2;0.0237;79.662;12.0;3.7;21.099.082;8.393.915.234.162.100;Good
Canada;UK41217;River;12/01/1976;0.3827936;24.483;10.85;0.1212;7.849;12.0;4.8;19.199.899;9.084.521.124.724.460;Good
Canada;FR04137000;Transitional;12/01/1977;0.4461632;32.068;100.501;0.0756;77.375;12.0;0.4;72.461.136;9.279.715.172.031.180;Good
Canada;FI34690;River;12/01/1978;0.712264;74.376;83.756;0.0666;78.927;12.0;0.4;57.692.664;7.911.279.470.081.930;Fair
Canada;UKG0003717;Coastal;12/01/1979;0.07728;16.223;9.75;0.0906;79.196;12.0;4.3;16.450.732;922.741.298.597.415;Good
Canada;FISW_2288;River;12/01/1980;0.2576;14.243;10.05;0.085;81.154;12.0;4.7;9.004.518;924.882.562.903.882;Good
Canada;FISW_2288;River;12/01/1981;0.09016;46.479;9.95;0.0916;80.442;12.0;4.7;117.018.891;9.223.385.459.114.270;Good
Canada;FISW_2288;River;12/01/1982;0.07728;65.049;9.8;0.738;8.4;12.0;4.4;686.185;593.770.121.061.105;Marginal
Canada;DESM_DEBY_2097;Lake;12/01/1983;0.03864;43.972;10.2;0.003;83.333;12.0;0.057;0.252339;100.0;Excellent
Canada;DESM_BWUS1;Lake;12/01/1986;0.00851511;13.931;104.147;0.003;84.683;12.0;0.0176111;3.430.925;100.0;Excellent
Canada;HU101179354;River;12/01/1987;0.02576;2.972;13.6;0.0015;83.375;12.0;38.291;145.807.672;100.0;Excellent
Canada;HU101178368;River;12/01/1988;0.1514688;2.35;103.917;0.00293;8.488;12.0;33.432;141.712.697;100.0;Excellent
Canada;HU101178265;River;12/01/1989;0.2297792;27.538;945.714;0.0805;83.008;12.0;32.573;134.731.318;9.264.474.914.655.350;Good
Canada;HU101179354;River;12/01/1990;0.09016;2.826;11.684.103.383.014.400;0.1005;67.811;11.5;4.12;1.323.673;9.185.201.938.623.680;Good
Canada;HU101179354;River;12/01/1991;0.07728;3.5;11.684.103.383.014.400;0.0017;8.01;10.1;40.419;164.055.766;100.0;Excellent
Canada;HU101178265;River;12/01/1992;0.09016;3.295;11.207;0.013;82.278;12.0;3.83;22.768.061;100.0;Excellent
Canada;HU101179354;River;12/01/1993;0.11592;38.578;11.63;0.1654;6.31;12.0;3.65;1.753.092;884.657.586.521.989;Good
Canada;HU101178265;River;12/01/1994;0.2390528;3.804;104.455;0.003;65.475;12.0;3.48;161.904.244;100.0;Excellent
Canada;HU101178265;River;12/01/1995;0.094024;2.64;11.684.103.383.014.400;11.833;8.425;12.0;3.25;175.512.842;6.164.112.995.650.620;Marginal
Canada;HU101178243;River;12/01/1997;0.1058736;16.037;10.715;0.0853;80.971;17.7;3.16;140.003.875;9.247.730.625.366.900;Good
Canada;HU101179480;River;12/01/1998;0.0823032;14.913;11.51;0.0026;7.647;167.333;3.44;167.088.261;100.0;Excellent
Canada;HU101178265;River;12/01/1999;0.0870688;16.384;10.25;0.031;6.28;17.3;2.57;135.448.492;100.0;Excellent
Canada;HU101178379;River;12/01/2000;0.0911904;16.791;11.52;0.1497;7.181;108.905;276.125;154.945;8.932.382.840.087.200;Good
Canada;HU101178379;River;12/01/2001;0.0844928;1.532;12.4;0.021;65.625;150.571;2.71;94.507.596;100.0;Excellent
Canada;HU101178379;River;12/01/2002;0.1282848;15.423;106.878;0.032625;84.275;21.4;2.139;146.091;100.0;Excellent
Canada;HU101178379;River;12/01/2003;0.6450304;26.042;10.862;0.002;6.2;162.333;330.204;1.426.857.516;9.306.055.827.336.510;Good
Canada;HU101178379;River;12/01/2004;0.3647616;219.615;107.942;0.069;69.305;88.183;262.846;1.455.801.242;9.296.866.022.195.200;Good
Canada;HU101178379;River;12/01/2005;0.3383898;5.0;8.54;0.001;6.67;166.571;408.328;1.191.885.637;100.0;Excellent
Canada;SE651558-143620;Lake;12/01/2006;0.2400832;5.0;9.1;0.003;616.083;208.167;0.052;48.697;100.0;Excellent
Canada;UKEA_WIMS_MI_49712870;Lake;12/01/2007;0.2368632;4.625;803.333;0.07;871.538;15.3;105.477;48.697;8.624.855.353.510.940;Good
Canada;SKQ7645;River;12/01/2008;0.0842352;0.75;915.385;0.0204167;812.308;818.357;0.1316;12.364.611;100.0;Excellent
Canada;SE742442-153530;Lake;12/01/2009;0.1689856;0.7417;1.63;0.00379848;78.675;117.857;0.003;1.873.360.309;100.0;Excellent
Canada;ES010ESPFMS111FQ;River;12/01/2011;0.010948;0.3333;9.7;0.0188;69.161;10.3;0.2875;13.281;100.0;Excellent
Canada;ATSE20201000;Lake;12/01/2012;0.0101752;446.667;136.229;0.0009;6.58;3.5;0.005;196.678.329;100.0;Excellent
Canada;SE616397-135001;River;10/04/2004;0.032844;213.333;9.824;0.061;8.23;12.0;0.89;583.682;9.311.672.543.579.720;Good
Canada;SE644463-139986;River;10/04/2008;0.15456;213.333;9.824;0.002;8.09;12.0;0.081;583.682;100.0;Excellent
Canada;SE616397-135001;River;10/04/2009;0.0112056;213.333;9.824;0.061;8.36;16.1;0.5208;583.682;9.311.672.543.579.720;Good
Canada;BG2VE00111MS001;Transitional;12/01/2001;0.0795984;15.949;93.053;0.03586;6.445;12.0;0.4;1.673.406;100.0;Excellent
Canada;BG2VE00111MS001;Transitional;12/01/2003;0.1;213.333;805.556;0.001;6.75;12.0;0.4;287.644.325;100.0;Excellent
Canada;BG2VE00111MS001;Transitional;12/01/2004;0.1;213.333;7.86;0.013366;8.49;12.0;0.4;256.128.512;100.0;Excellent
Canada;ESGV09089001;River;12/01/2009;0.043792;2.125;9.824;0.003;7.08;26.66;0.088;2.001.004;931.882.485.705.664;Good
